0.0009800000;0.0002800000;0.0000000000;2995;2995;2995
0.0009800000;0.0002800000;0.0000000000;2426;-569;5421
0.0009800000;0.0002800000;0.0000000000;1837;-589;7258
0.0009800000;0.0002800000;0.0000000000;2033;196;9291
0.0009800000;0.0002800000;0.0000000000;1191;-842;10482
0.0009800000;0.0002800000;0.0000000000;2230;1039;12712
0.0009800000;0.0002800000;0.0000000000;2099;-131;14811
0.0009800000;0.0002800000;0.0000000000;2391;292;17202
0.0009800000;0.0002800000;0.0000000000;646;-1745;17848
0.0009800000;0.0002800000;0.0000000000;1210;564;19058
0.0009800000;0.0002800000;0.0000000000;246;-964;19304
0.0009800000;0.0002800000;0.0000000000;821;575;20125
0.0009800000;0.0002800000;0.0000000000;727;-94;20852
0.0009800000;0.0002800000;0.0000000000;355;-372;21207
0.0009800000;0.0002800000;0.0000000000;1118;763;22325
0.0009800000;0.0002800000;0.0000000000;654;-464;22979
0.0009800000;0.0002800000;0.0000000000;288;-366;23267
0.0009800000;0.0002800000;0.0000000000;-184;-472;23083
0.0009800000;0.0002800000;0.0000000000;723;907;23806
0.0009800000;0.0002800000;0.0000000000;313;-410;24119
0.0009800000;0.0002800000;0.0000000000;467;154;24586
0.0009800000;0.0002800000;0.0000000000;584;117;25170
0.0009800000;0.0002800000;0.0000000000;-178;-762;24992
0.0009800000;0.0002800000;0.0000000000;920;1098;25912
0.0009800000;0.0002800000;0.0000000000;-950;-1870;24962
0.0009800000;0.0002800000;0.0000000000;970;1920;25932
0.0009800000;0.0002800000;0.0000000000;-6;-976;25926
0.0009800000;0.0002800000;0.0000000000;183;189;26109
0.0009800000;0.0002800000;0.0000000000;488;305;26597
0.0009800000;0.0002800000;0.0000000000;-448;-936;26149
0.0009800000;0.0002800000;0.0000000000;511;959;26660
0.0009800000;0.0002800000;0.0000000000;-494;-1005;26166
0.0009800000;0.0002800000;0.0000000000;385;879;26551
0.0009800000;0.0002800000;0.0000000000;166;-219;26717
0.0009800000;0.0002800000;0.0000000000;-227;-393;26490
0.0009800000;0.0002800000;0.0000000000;617;844;27107
0.0009800000;0.0002800000;0.0000000000;-436;-1053;26671
0.0009800000;0.0002800000;0.0000000000;-119;317;26552
0.0009800000;0.0002800000;0.0000000000;-155;-36;26397
0.0009800000;0.0002800000;0.0000000000;-46;109;26351
0.0009800000;0.0002800000;0.0000000000;585;631;26936
0.0009800000;0.0002800000;0.0000000000;-90;-675;26846
0.0009800000;0.0002800000;0.0000000000;534;624;27380
0.0009800000;0.0002800000;0.0000000000;62;-472;27442
0.0009800000;0.0002800000;0.0000000000;0;-62;27442
0.0009800000;0.0002800000;0.0000000000;-52;-52;27390
0.0009800000;0.0002800000;0.0000000000;328;380;27718
0.0009800000;0.0002800000;0.0000000000;-444;-772;27274
0.0009800000;0.0002800000;0.0000000000;342;786;27616
0.0009800000;0.0002800000;0.0000000000;82;-260;27698
0.0009800000;0.0002800000;0.0000000000;-107;-189;27591
0.0009800000;0.0002800000;0.0000000000;-131;-24;27460
0.0009800000;0.0002800000;0.0000000000;-65;66;27395
0.0009800000;0.0002800000;0.0000000000;-379;-314;27016
0.0009800000;0.0002800000;0.0000000000;471;850;27487
0.0009800000;0.0002800000;0.0000000000;947;476;28434
0.0009800000;0.0002800000;0.0000000000;380;-567;28814
0.0009800000;0.0002800000;0.0000000000;371;-9;29185
0.0009800000;0.0002800000;0.0000000000;47;-324;29232
0.0009800000;0.0002800000;0.0000000000;109;62;29341
0.0009800000;0.0002800000;0.0000000000;217;108;29558
0.0009800000;0.0002800000;0.0000000000;-111;-328;29447
0.0009800000;0.0002800000;0.0000000000;-43;68;29404
0.0009800000;0.0002800000;0.0000000000;94;137;29498
0.0009800000;0.0002800000;0.0000000000;97;3;29595
0.0009800000;0.0002800000;0.0000000000;770;673;30365
0.0009800000;0.0002800000;0.0000000000;2090;1320;32455
0.0009800000;0.0002800000;0.0000000000;3974;1884;36429
0.0009800000;0.0002800000;0.0000000000;-1681;-5655;34748
0.0009800000;0.0002800000;0.0000000000;-379;1302;34369
0.0009800000;0.0002800000;0.0000000000;-1771;-1392;32598
0.0009800000;0.0002800000;0.0000000000;592;2363;33190
0.0009800000;0.0002800000;0.0000000000;-390;-982;32800
0.0009800000;0.0002800000;0.0000000000;-371;19;32429
0.0009800000;0.0002800000;0.0000000000;-516;-145;31913
0.0009800000;0.0002800000;0.0000000000;-8;508;31905
0.0009800000;0.0002800000;0.0000000000;-1050;-1042;30855
0.0009800000;0.0002800000;0.0000000000;-29;1021;30826
0.0009800000;0.0002800000;0.0000000000;-42;-13;30784
