2995;2995;2995
2426;-569;5421
1837;-589;7258
2033;196;9291
1191;-842;10482
2230;1039;12712
2099;-131;14811
2391;292;17202
646;-1745;17848
1210;564;19058
246;-964;19304
821;575;20125
727;-94;20852
355;-372;21207
1118;763;22325
654;-464;22979
288;-366;23267
-184;-472;23083
723;907;23806
313;-410;24119
467;154;24586
584;117;25170
-178;-762;24992
920;1098;25912
-950;-1870;24962
970;1920;25932
-6;-976;25926
183;189;26109
488;305;26597
-448;-936;26149
511;959;26660
-494;-1005;26166
385;879;26551
166;-219;26717
-227;-393;26490
617;844;27107
-436;-1053;26671
-119;317;26552
-155;-36;26397
-46;109;26351
585;631;26936
-90;-675;26846
534;624;27380
62;-472;27442
0;-62;27442
-52;-52;27390
328;380;27718
-444;-772;27274
342;786;27616
82;-260;27698
-107;-189;27591
-131;-24;27460
-65;66;27395
-379;-314;27016
471;850;27487
947;476;28434
380;-567;28814
371;-9;29185
47;-324;29232
109;62;29341
217;108;29558
-111;-328;29447
-43;68;29404
94;137;29498
97;3;29595
770;673;30365
2090;1320;32455
3974;1884;36429
-1681;-5655;34748
-379;1302;34369
-1771;-1392;32598
592;2363;33190
-390;-982;32800
-371;19;32429
-516;-145;31913
-8;508;31905
-1050;-1042;30855
-29;1021;30826
-42;-13;30784
-264;-222;30520
-115;149;30405
122;237;30527
-281;-403;30246
161;442;30407
-295;-456;30112
417;712;30529
-265;-682;30264
-76;189;30188
-273;-197;29915
-493;-220;29422
221;714;29643
336;115;29979
-521;-857;29458
175;696;29633
-506;-681;29127
276;782;29403
60;-216;29463
-121;-181;29342
453;574;29795
-361;-814;29434
1369;1730;30803
786;-583;31589
179;-607;31768
1204;1025;32972
-362;-1566;32610
1519;1881;34129
794;-725;34923
-309;-1103;34614
-72;237;34542
397;469;34939
-79;-476;34860
208;287;35068
238;30;35306
244;6;35550
27;-217;35577
914;887;36491
223;-691;36714
697;474;37411
-397;-1094;37014
156;553;37170
209;53;37379
-355;-564;37024
600;955;37624
-995;-1595;36629
903;1898;37532
1414;511;38946
1524;110;40470
2510;986;42980
-215;-2725;42765
-82;133;42683
-255;-173;42428
-718;-463;41710
-359;359;41351
-155;204;41196
-839;-684;40357
663;1502;41020
-536;-1199;40484
-325;211;40159
-85;240;40074
-434;-349;39640
-41;393;39599
-257;-216;39342
436;693;39778
-609;-1045;39169
561;1170;39730
-165;-726;39565
389;554;39954
-926;-1315;39028
450;1376;39478
-785;-1235;38693
456;1241;39149
-836;-1292;38313
212;1048;38525
-343;-555;38182
629;972;38811
845;216;39656
-758;-1603;38898
172;930;39070
21;-151;39091
397;376;39488
148;-249;39636
-335;-483;39301
409;744;39710
-521;-930;39189
315;836;39504
-934;-1249;38570
538;1472;39108
-732;-1270;38376
227;959;38603
424;197;39027
184;-240;39211
-337;-521;38874
-94;243;38780
306;400;39086
-203;-509;38883
-201;2;38682
-618;-417;38064
291;909;38355
-475;-766;37880
420;895;38300
618;198;38918
176;-442;39094
-856;-1032;38238
124;980;38362
-588;-712;37774
2117;2705;39891
2887;770;42778
3881;994;46659
272;-3609;46931
369;97;47300
-1218;-1587;46082
-26;1192;46056
-888;-862;45168
-1086;-198;44082
242;1328;44324
-739;-981;43585
-351;388;43234
-479;-128;42755
-203;276;42552
-597;-394;41955
3241;3838;45196
1415;-1826;46611
1413;-2;48024
1900;487;49924
779;-1121;50703
1801;1022;52504
1862;61;54366
761;-1101;55127
1166;405;56293
774;-392;57067
1155;381;58222
890;-265;59112
708;-182;59820
1183;475;61003
-205;-1388;60798
472;677;61270
-416;-888;60854
78;494;60932
916;838;61848
601;-315;62449
-287;-888;62162
895;1182;63057
27;-868;63084
647;620;63731
325;-322;64056
962;637;65018
500;-462;65518
158;-342;65676
-243;-401;65433
-171;72;65262
699;870;65961
-1173;-1872;64788
-257;916;64531
-426;-169;64105
74;500;64179
-236;-310;63943
461;697;64404
774;313;65178
244;-530;65422
-717;-961;64705
388;1105;65093
-539;-927;64554
165;704;64719
959;794;65678
13;-946;65691
747;734;66438
1426;679;67864
3157;1731;71021
-1746;-4903;69275
-26;1720;69249
-629;-603;68620
-575;54;68045
-143;432;67902
-731;-588;67171
-511;220;66660
370;881;67030
489;119;67519
-15;-504;67504
-192;-177;67312
716;908;68028
487;-229;68515
-945;-1432;67570
19;964;67589
-345;-364;67244
-232;113;67012
354;586;67366
212;-142;67578
-404;-616;67174
-24;380;67150
-197;-173;66953
-350;-153;66603
-107;243;66496
-590;-483;65906
524;1114;66430
-1129;-1653;65301
-124;1005;65177
-673;-549;64504
-28;645;64476
-305;-277;64171
475;780;64646
-123;-598;64523
937;1060;65460
167;-770;65627
100;-67;65727
703;603;66430
232;-471;66662
479;247;67141
-69;-548;67072
291;360;67363
-786;-1077;66577
697;1483;67274
-559;-1256;66715
-465;94;66250
251;716;66501
-967;-1218;65534
1171;2138;66705
-1180;-2351;65525
-106;1074;65419
-657;-551;64762
1265;1922;66027
-4759;-6024;61268
4111;4111;4111
1629;-2482;5740
3671;2042;9411
809;-2862;10220
2146;1337;12366
1442;-704;13808
1598;156;15406
528;-1070;15934
1662;1134;17596
463;-1199;18059
1499;1036;19558
634;-865;20192
1022;388;21214
394;-628;21608
762;368;22370
261;-501;22631
645;384;23276
550;-95;23826
812;262;24638
-326;-1138;24312
924;1250;25236
-484;-1408;24752
1039;1523;25791
235;-804;26026
435;200;26461
87;-348;26548
104;17;26652
-349;-453;26303
284;633;26587
-854;-1138;25733
949;1803;26682
-626;-1575;26056
535;1161;26591
296;-239;26887
-82;-378;26805
42;124;26847
-399;-441;26448
-151;248;26297
796;947;27093
-195;-991;26898
224;419;27122
353;129;27475
143;-210;27618
-33;-176;27585
139;172;27724
184;45;27908
497;313;28405
-896;-1393;27509
900;1796;28409
-676;-1576;27733
303;979;28036
173;-130;28209
275;102;28484
557;282;29041
104;-453;29145
377;273;29522
-66;-443;29456
-558;-492;28898
-707;-149;28191
318;1025;28509
-341;-659;28168
-48;293;28120
2997;3045;31117
55;-2942;31172
-228;-283;30944
-311;-83;30633
213;524;30846
-537;-750;30309
482;1019;30791
-715;-1197;30076
-108;607;29968
763;871;30731
-683;-1446;30048
-211;472;29837
48;259;29885
-306;-354;29579
81;387;29660
-1043;-1124;28617
1218;2261;29835
-1182;-2400;28653
544;1726;29197
-277;-821;28920
314;591;29234
-807;-1121;28427
-755;52;27672
133;888;27805
-473;-606;27332
679;1152;28011
-154;-833;27857
1673;1827;29530
2250;577;31780
271;-1979;32051
2306;2035;34357
1572;-734;35929
1915;343;37844
1837;-78;39681
1768;-69;41449
1598;-170;43047
1722;124;44769
-1036;-2758;43733
12;1048;43745
-6;-18;43739
-32;-26;43707
-3;29;43704
362;365;44066
233;-129;44299
-481;-714;43818
-930;-449;42888
-655;275;42233
-946;-291;41287
-484;462;40803
173;657;40976
-449;-622;40527
182;631;40709
169;-13;40878
-772;-941;40106
212;984;40318
-451;-663;39867
-57;394;39810
-758;-701;39052
691;1449;39743
-24;-715;39719
4760;4784;44479
3303;-1457;47782
-676;-3979;47106
-1435;-759;45671
-503;932;45168
-737;-234;44431
-568;169;43863
-699;-131;43164
-611;88;42553
262;873;42815
-612;-874;42203
-757;-145;41446
-169;588;41277
-750;-581;40527
-405;345;40122
278;683;40400
-134;-412;40266
-15;119;40251
-2401;-2386;37850
599;3000;38449
-26;-625;38423
285;311;38708
-1035;-1320;37673
-1671;-636;36002
872;2543;36874
-323;-1195;36551
-144;179;36407
-178;-34;36229
605;783;36834
12;-593;36846
-88;-100;36758
-6;82;36752
-413;-407;36339
263;676;36602
-1285;-1548;35317
648;1933;35965
-599;-1247;35366
-1744;-1145;33622
-209;1535;33413
289;498;33702
-255;-544;33447
-565;-310;32882
919;1484;33801
-684;-1603;33117
507;1191;33624
674;167;34298
64;-610;34362
-197;-261;34165
676;873;34841
-854;-1530;33987
1207;2061;35194
-96;-1303;35098
-211;-115;34887
-990;-779;33897
128;1118;34025
460;332;34485
603;143;35088
10;-593;35098
-800;-810;34298
702;1502;35000
4088;3386;39088
557;-3531;39645
-1196;-1753;38449
-657;539;37792
-863;-206;36929
-1054;-191;35875
447;1501;36322
158;-289;36480
-249;-407;36231
645;894;36876
30;-615;36906
-512;-542;36394
139;651;36533
-403;-542;36130
614;1017;36744
197;-417;36941
-15;-212;36926
3125;3140;40051
-597;-3722;39454
3461;4058;42915
1543;-1918;44458
852;-691;45310
1883;1031;47193
1406;-477;48599
1588;182;50187
471;-1117;50658
680;209;51338
1145;465;52483
1754;609;54237
862;-892;55099
1290;428;56389
2;-1288;56391
988;986;57379
1090;102;58469
869;-221;59338
114;-755;59452
950;836;60402
-146;-1096;60256
1443;1589;61699
-845;-2288;60854
1085;1930;61939
792;-293;62731
414;-378;63145
566;152;63711
-320;-886;63391
86;406;63477
573;487;64050
-81;-654;63969
487;568;64456
-18;-505;64438
95;113;64533
454;359;64987
898;444;65885
-648;-1546;65237
455;1103;65692
-128;-583;65564
803;931;66367
-205;-1008;66162
1205;1410;67367
960;-245;68327
5526;4566;73853
2263;-3263;76116
-1911;-4174;74205
219;2130;74424
-1367;-1586;73057
-354;1013;72703
-896;-542;71807
-1030;-134;70777
103;1133;70880
-866;-969;70014
-594;272;69420
341;935;69761
-887;-1228;68874
852;1739;69726
-1583;-2435;68143
-215;1368;67928
251;466;68179
-299;-550;67880
141;440;68021
870;729;68891
-1564;-2434;67327
94;1658;67421
-913;-1007;66508
131;1044;66639
652;521;67291
326;-326;67617
-612;-938;67005
-261;351;66744
-36;225;66708
733;769;67441
-480;-1213;66961
-1168;-688;65793
-171;997;65622
-297;-126;65325
880;1177;66205
-960;-1840;65245
-541;419;64704
-154;387;64550
441;595;64991
-147;-588;64844
1482;1629;66326
-1694;-3176;64632
1277;2971;65909
-695;-1972;65214
141;836;65355
43;-98;65398
-713;-756;64685
398;1111;65083
-13;-411;65070
466;479;65536
-672;-1138;64864
-86;586;64778
-111;-25;64667
691;802;65358
-665;-1356;64693
110;775;64803
268;158;65071
-3748;-4016;61323
4206;4206;4206
1156;-3050;5362
2491;1335;7853
1420;-1071;9273
1343;-77;10616
2083;740;12699
950;-1133;13649
1571;621;15220
1251;-320;16471
912;-339;17383
1266;354;18649
638;-628;19287
1307;669;20594
942;-365;21536
815;-127;22351
943;128;23294
536;-407;23830
-130;-666;23700
535;665;24235
-896;-1431;23339
1186;2082;24525
-839;-2025;23686
338;1177;24024
-408;-746;23616
192;600;23808
49;-143;23857
-256;-305;23601
-302;-46;23299
436;738;23735
258;-178;23993
141;-117;24134
-47;-188;24087
279;326;24366
-323;-602;24043
973;1296;25016
-562;-1535;24454
319;881;24773
324;5;25097
89;-235;25186
-139;-228;25047
-251;-112;24796
477;728;25273
476;-1;25749
-158;-634;25591
533;691;26124
-287;-820;25837
1088;1375;26925
-32;-1120;26893
395;427;27288
442;47;27730
-325;-767;27405
32;357;27437
-353;-385;27084
465;818;27549
-1203;-1668;26346
782;1985;27128
-489;-1271;26639
500;989;27139
690;190;27829
3763;3073;31592
-1823;-5586;29769
99;1922;29868
-2091;-2190;27777
-13;2078;27764
-151;-138;27613
-593;-442;27020
-297;296;26723
214;511;26937
-723;-937;26214
98;821;26312
-386;-484;25926
909;1295;26835
-270;-1179;26565
78;348;26643
155;77;26798
93;-62;26891
-212;-305;26679
-12;200;26667
-431;-419;26236
402;833;26638
-130;-532;26508
272;402;26780
-287;-559;26493
-444;-157;26049
-188;256;25861
289;477;26150
-353;-642;25797
553;906;26350
-156;-709;26194
-843;-687;25351
835;1678;26186
-187;-1022;25999
432;619;26431
-626;-1058;25805
649;1275;26454
-573;-1222;25881
-287;286;25594
715;1002;26309
-496;-1211;25813
1508;2004;27321
-660;-2168;26661
1517;2177;28178
198;-1319;28376
789;591;29165
876;87;30041
-809;-1685;29232
1020;1829;30252
12;-1008;30264
500;488;30764
-936;-1436;29828
1085;2021;30913
423;-662;31336
174;-249;31510
630;456;32140
-757;-1387;31383
293;1050;31676
175;-118;31851
1364;1189;33215
-500;-1864;32715
4238;4738;36953
993;-3245;37946
41;-952;37987
-296;-337;37691
9;305;37700
128;119;37828
-1761;-1889;36067
831;2592;36898
-2063;-2894;34835
625;2688;35460
-122;-747;35338
502;624;35840
-170;-672;35670
-123;47;35547
-875;-752;34672
422;1297;35094
-503;-925;34591
-823;-320;33768
63;886;33831
275;212;34106
272;-3;34378
122;-150;34500
244;122;34744
-1158;-1402;33586
601;1759;34187
-72;-673;34115
481;553;34596
409;-72;35005
-742;-1151;34263
-611;131;33652
833;1444;34485
142;-691;34627
97;-45;34724
-59;-156;34665
410;469;35075
110;-300;35185
-454;-564;34731
331;785;35062
-2201;-2532;32861
1238;3439;34099
-1311;-2549;32788
535;1846;33323
-424;-959;32899
641;1065;33540
-283;-924;33257
-702;-419;32555
682;1384;33237
-654;-1336;32583
523;1177;33106
161;-362;33267
-40;-201;33227
426;466;33653
-273;-699;33380
-444;-171;32936
1170;1614;34106
81;-1089;34187
-74;-155;34113
-584;-510;33529
465;1049;33994
2117;1652;36111
4980;2863;41091
3761;-1219;44852
-1971;-5732;42881
33;2004;42914
-805;-838;42109
353;1158;42462
-1943;-2296;40519
26;1969;40545
-541;-567;40004
-525;16;39479
-444;81;39035
-1347;-903;37688
-261;1086;37427
-1065;-804;36362
-124;941;36238
-466;-342;35772
-709;-243;35063
91;800;35154
77;-14;35231
1171;1094;36402
2341;1170;38743
1252;-1089;39995
2084;832;42079
1350;-734;43429
2242;892;45671
695;-1547;46366
119;-576;46485
1737;1618;48222
1001;-736;49223
1498;497;50721
106;-1392;50827
1131;1025;51958
1341;210;53299
287;-1054;53586
1099;812;54685
1157;58;55842
472;-685;56314
230;-242;56544
901;671;57445
628;-273;58073
833;205;58906
1554;721;60460
908;-646;61368
-149;-1057;61219
259;408;61478
-235;-494;61243
527;762;61770
-497;-1024;61273
553;1050;61826
-57;-610;61769
273;330;62042
-213;-486;61829
46;259;61875
93;47;61968
182;89;62150
-556;-738;61594
754;1310;62348
-250;-1004;62098
1323;1573;63421
617;-706;64038
3578;2961;67616
-878;-4456;66738
-12;866;66726
-212;-200;66514
84;296;66598
-1682;-1766;64916
458;2140;65374
-4;-462;65370
-651;-647;64719
-59;592;64660
-262;-203;64398
-910;-648;63488
92;1002;63580
-1275;-1367;62305
438;1713;62743
-489;-927;62254
145;634;62399
-897;-1042;61502
749;1646;62251
-224;-973;62027
866;1090;62893
-727;-1593;62166
539;1266;62705
689;150;63394
231;-458;63625
-626;-857;62999
719;1345;63718
410;-309;64128
50;-360;64178
-655;-705;63523
653;1308;64176
-237;-890;63939
506;743;64445
-2974;-3480;61471
1973;4947;63444
-778;-2751;62666
235;1013;62901
224;-11;63125
-412;-636;62713
82;494;62795
202;120;62997
777;575;63774
-80;-857;63694
778;858;64472
-751;-1529;63721
761;1512;64482
-1403;-2164;63079
-78;1325;63001
278;356;63279
372;94;63651
-406;-778;63245
-129;277;63116
-22;107;63094
800;822;63894
-13;-813;63881
-726;-713;63155
170;896;63325
-427;-597;62898
1214;1641;64112
-312;-1526;63800
913;1225;64713
4116;4116;4116
555;-3561;4671
3137;2582;7808
212;-2925;8020
2913;2701;10933
1183;-1730;12116
1450;267;13566
993;-457;14559
1507;514;16066
783;-724;16849
837;54;17686
1111;274;18797
303;-808;19100
1563;1260;20663
-395;-1958;20268
969;1364;21237
-234;-1203;21003
1154;1388;22157
413;-741;22570
800;387;23370
447;-353;23817
-203;-650;23614
-371;-168;23243
392;763;23635
-1394;-1786;22241
1478;2872;23719
-208;-1686;23511
-80;128;23431
592;672;24023
-332;-924;23691
-233;99;23458
543;776;24001
-318;-861;23683
-177;141;23506
144;321;23650
308;164;23958
-724;-1032;23234
913;1637;24147
120;-793;24267
771;651;25038
253;-518;25291
224;-29;25515
-17;-241;25498
-369;-352;25129
176;545;25305
-1418;-1594;23887
